page_id	text	label	Pattern Category	clean_text	char_count	word_count
1550	Exotic Bird Food	0	Not Dark Pattern	Exotic Bird Food	16	3
1010	Limited Time	1	Urgency	Limited Time	12	2
970	AN ITEM IN YOUR CART IS SELLING OUT QUICKLY	1	Scarcity	AN ITEM IN YOUR CART IS SELLING OUT QUICKLY	43	9
1469	iPhones	0	Not Dark Pattern	iPhones	7	1
191	Either because we're updating the site or because someone spilled coffee on it again. We'll be back just as soon as we finish the update or clean up the coffee.	0	Not Dark Pattern	Either because we're updating the site or because someone spilled coffee on it again. We'll be back just as soon as we finish the update or clean up the coffee.	160	30
1241	Hurry Up! Only 1 Piece Left	1	Scarcity	Hurry Up! Only 1 Piece Left	27	6
979	LIMITED OFFER: $125 Off + 2 Free Pillows	1	Urgency	LIMITED OFFER: $125 Off + 2 Free Pillows	40	8
1788	Want Free Shipping?	1	Misdirection	Want Free Shipping?	19	3
622	 Summer Simple Breathable Socks 	0	Not Dark Pattern	Summer Simple Breathable Socks	30	4
1618	Sellout risk:	1	Scarcity	Sellout risk:	13	2
402	No thanks, I don’t like saving money.	1	Misdirection	No thanks, I don’t like saving money.	37	7
4	Value of Product	0	Not Dark Pattern	Value of Product	16	3
537	00DAYS07HOURS09MINUTES39SECONDS	1	Urgency	00DAYS07HOURS09MINUTES39SECONDS	31	1
299	Someone from purchased a HOLEES Original Ladies II - Navy About 9 hours ago	1	Social Proof	Someone from purchased a HOLEES Original Ladies II - Navy About 9 hours ago	75	14
907	 Mountboard 	0	Not Dark Pattern	Mountboard	10	1
1343	Graduations	0	Not Dark Pattern	Graduations	11	1
117	 Light powerful. 	0	Not Dark Pattern	Light powerful.	15	2
1402	Availability: Low Stock 4 Remaining	1	Scarcity	Availability: Low Stock 4 Remaining	35	5
957	Items in your cart are in high demand. But we have reserved your order.	1	Scarcity	Items in your cart are in high demand. But we have reserved your order.	71	14
264	Viewed 744 times today	1	Social Proof	Viewed 744 times today	22	4
1532	Only 2 Left in Stock	1	Scarcity	Only 2 Left in Stock	20	5
287	1044 sold in past 12 months	1	Social Proof	1044 sold in past 12 months	27	6
1536	Cropped Jeans	0	Not Dark Pattern	Cropped Jeans	13	2
47	64 users bought this product Touch: The Set - Touch XL & TouchUp Makeup Mirror Bundle	1	Social Proof	64 users bought this product Touch: The Set - Touch XL & TouchUp Makeup Mirror Bundle	85	16
222	Someone in Joliet, Illinois purchased a Yocan Evolve Plus XL Vaporizer	1	Social Proof	Someone in Joliet, Illinois purchased a Yocan Evolve Plus XL Vaporizer	70	11
1488	Jeanne E. Bray Memorial Scholarship	0	Not Dark Pattern	Jeanne E. Bray Memorial Scholarship	35	5
117	Samuel in Minneapolis, United States purchased a Pod Juice Jewel Mint Cool ❄️Nicotine Salt e-Liquid 15/30ml 7 hours ago	1	Social Proof	Samuel in Minneapolis, United States purchased a Pod Juice Jewel Mint Cool ❄️Nicotine Salt e-Liquid 15/30ml 7 hours ago	119	19
991	 Boardshorts	0	Not Dark Pattern	Boardshorts	11	1
837	The site was easy to navigate. I haven't received my shoes yet, but overall a good experience.	0	Not Dark Pattern	The site was easy to navigate. I haven't received my shoes yet, but overall a good experience.	94	17
198	Cheaney	0	Not Dark Pattern	Cheaney	7	1
4	 ≡ Filter Reviews Clicking on the following button will update the content below 	0	Not Dark Pattern	≡ Filter Reviews Clicking on the following button will update the content below	79	13
1044	Arthritis Aids	0	Not Dark Pattern	Arthritis Aids	14	2
822	Camo Shirts & T Shirts	0	Not Dark Pattern	Camo Shirts & T Shirts	22	5
963	SELLING FAST! GET 10% OFF THIS ITEM. ACTIVATE NOW.	1	Scarcity	SELLING FAST! GET 10% OFF THIS ITEM. ACTIVATE NOW.	50	9
1330	TRE by Natalie Ratabesi	0	Not Dark Pattern	TRE by Natalie Ratabesi	23	4
1057	LIMITED TIME OFFER	1	Urgency	LIMITED TIME OFFER	18	3
1658	Sign Up To Our Newsletter To Receive News, Offers And Promotions.	0	Not Dark Pattern	Sign Up To Our Newsletter To Receive News, Offers And Promotions.	65	11
29	Someone from Cape Town, Western Cape, South Africa just started buying Packable Travel Duffel Bag! 5 minutes ago	1	Social Proof	Someone from Cape Town, Western Cape, South Africa just started buying Packable Travel Duffel Bag! 5 minutes ago	112	18
747	Offer ends in 9hrs 55min 29sec!	1	Urgency	Offer ends in 9hrs 55min 29sec!	31	6
1001	(LIMITED TIME OFFER) TORSION GUN HOLSTER SUPER COMBO	1	Urgency	(LIMITED TIME OFFER) TORSION GUN HOLSTER SUPER COMBO	52	8
1056	 Sale By Category 	0	Not Dark Pattern	Sale By Category	16	3
1446	Floral Cross Stitch & Embroidery Kits	0	Not Dark Pattern	Floral Cross Stitch & Embroidery Kits	37	6
920	Your AccountTrack Your OrdersJoin Celebrations Passport	0	Not Dark Pattern	Your AccountTrack Your OrdersJoin Celebrations Passport	55	6
822	Dog Whistles & Lanyards	0	Not Dark Pattern	Dog Whistles & Lanyards	23	4
1201	Hurry! Only 1 left in stock	1	Scarcity	Hurry! Only 1 left in stock	27	6
176	1 people bought Jotter To Do Refill in the last few hours	1	Social Proof	1 people bought Jotter To Do Refill in the last few hours	57	12
158	Other people want this. 10 people have this in their cart right now.	1	Social Proof	Other people want this. 10 people have this in their cart right now.	68	13
1654	 Terms of Use Privacy Policy Do Not Sell My Personal Information Request My Personal Information 	0	Not Dark Pattern	Terms of Use Privacy Policy Do Not Sell My Personal Information Request My Personal Information	95	15
1304	Colors	0	Not Dark Pattern	Colors	6	1
833	Manage Consent Preferences	0	Not Dark Pattern	Manage Consent Preferences	26	3
680	Select Occasion close	0	Not Dark Pattern	Select Occasion close	21	3
115	1 person is looking at this item.	1	Social Proof	1 person is looking at this item.	33	7
997	LIMITED TIME OFFER! FREE SHIPPING OVER $99 + FREE RETURNS*	1	Urgency	LIMITED TIME OFFER! FREE SHIPPING OVER $99 + FREE RETURNS*	58	10
295	994 items sold this hour.	1	Social Proof	994 items sold this hour.	25	5
1381	View All New Arrivals	0	Not Dark Pattern	View All New Arrivals	21	4
861	How White Cloud Prevents E-Cig Sales to Minors Read More ➞	0	Not Dark Pattern	How White Cloud Prevents E-Cig Sales to Minors Read More ➞	58	11
282	Someone in Petaling Jaya, Malaysia just bought SNEAKERGUARD Midsole Paint Marker - BOOST White	1	Social Proof	Someone in Petaling Jaya, Malaysia just bought SNEAKERGUARD Midsole Paint Marker - BOOST White	94	14
1302	Availability: Low Stock	1	Scarcity	Availability: Low Stock	23	3
1366	Low Stock	1	Scarcity	Low Stock	9	2
825	Influencer Program	0	Not Dark Pattern	Influencer Program	18	2
527	View All Apartment	0	Not Dark Pattern	View All Apartment	18	3
1211	72% offers claimed. Hurry up!	1	Scarcity	72% offers claimed. Hurry up!	29	5
1556	(Only 1 Left)	1	Scarcity	(Only 1 Left)	13	3
878	I accept the Terms & Conditions of the FREE Brother Care Program and agree to receive exclusive offers and general promotions from Brother. I may withdraw my consent at any time.	1	Forced Action	I accept the Terms & Conditions of the FREE Brother Care Program and agree to receive exclusive offers and general promotions from Brother. I may withdraw my consent at any time.	178	31
238	Someone in Red Cliffs bought a RHK Yamaha YZ/YZF/WRF 99-16 Blue Pursuit Footpegs 3 minutes ago	1	Social Proof	Someone in Red Cliffs bought a RHK Yamaha YZ/YZF/WRF 99-16 Blue Pursuit Footpegs 3 minutes ago	94	16
1358	limited availability at this price!	1	Scarcity	limited availability at this price!	35	5
861	WilmaNorth Carolina	0	Not Dark Pattern	WilmaNorth Carolina	19	2
1315	 TV & Home Appliances 	0	Not Dark Pattern	TV & Home Appliances	20	4
570	"Save 25% on your entire order 09 Hours 57 Minutes 34Seconds use code: SPRING25"""	1	Urgency	"Save 25% on your entire order 09 Hours 57 Minutes 34Seconds use code: SPRING25"""	79	14
573	Wigsbuy- Online Beauty Store of Fashion Wigs, Hair Extensions & Accessories for Sale.	0	Not Dark Pattern	Wigsbuy- Online Beauty Store of Fashion Wigs, Hair Extensions & Accessories for Sale.	85	13
837	Quick Navigation	0	Not Dark Pattern	Quick Navigation	16	2
667	CHF	0	Not Dark Pattern	CHF	3	1
833	+ Performance Cookies	0	Not Dark Pattern	+ Performance Cookies	21	3
356	No I don't feel lucky	1	Misdirection	No I don't feel lucky	21	5
667	Ericdress Summer Patchwork Polyester Long Women's Tank Top	0	Not Dark Pattern	Ericdress Summer Patchwork Polyester Long Women's Tank Top	58	8
1026	 More Sports 	0	Not Dark Pattern	More Sports	11	2
1056	 Bento Lunch Boxes & Food Containers 	0	Not Dark Pattern	Bento Lunch Boxes & Food Containers	35	6
1759	 Clinical Studies 	0	Not Dark Pattern	Clinical Studies	16	2
1009	 Accessories Collection 	0	Not Dark Pattern	Accessories Collection	22	2
1483	3 LEFT	1	Scarcity	3 LEFT	6	2
527	 Electric Daisy 	0	Not Dark Pattern	Electric Daisy	14	2
664	 VUSE Alto Menthol Pods 	0	Not Dark Pattern	VUSE Alto Menthol Pods	22	4
1207	Hurry! Only 2 left at this price!	1	Scarcity	Hurry! Only 2 left at this price!	33	7
986	Limited Time Offer	1	Urgency	Limited Time Offer	18	3
476	NO THANKS, I DON'T LIKE FREE STUFF	1	Misdirection	NO THANKS, I DON'T LIKE FREE STUFF	34	7
877	I’ve read and accept the terms & conditions * , I also authorize Bosley to contact me by phone or text utilizing automated dialing equipment, as well as by email or mail with information about appointments, products, services, news or promotions. I also agree to Bosley's Terms of Service. Otherwise, call Bosley at 800-985-6405 to request your FREE information kit or to schedule your FREE no-obligation consultation.	1	Forced Action	I’ve read and accept the terms & conditions * , I also authorize Bosley to contact me by phone or text utilizing automated dialing equipment, as well as by email or mail with information about appointments, products, services, news or promotions. I also agree to Bosley's Terms of Service. Otherwise, call Bosley at 800-985-6405 to request your FREE information kit or to schedule your FREE no-obligation consultation.	418	67
1317	 Crystal Beads 	0	Not Dark Pattern	Crystal Beads	13	2
304	Last purchased at 11:19am today.	1	Social Proof	Last purchased at 11:19am today.	32	5
28	9 sold in last 4 hours	1	Social Proof	9 sold in last 4 hours	22	6
1106	Less than 10 left in stock	1	Scarcity	Less than 10 left in stock	26	6
568	· Physical Healing	0	Not Dark Pattern	· Physical Healing	18	3
1536	WAX Jeans	0	Not Dark Pattern	WAX Jeans	9	2
188	 Sold out 	0	Not Dark Pattern	Sold out	8	2
1458	Only 1 piece left.	1	Scarcity	Only 1 piece left.	18	4
329	No thanks, I don't like good deals.	1	Misdirection	No thanks, I don't like good deals.	35	7
1546	Only 5 pcs left!	1	Scarcity	Only 5 pcs left!	16	4
693	Complete your purchase within the next 12:18 minutes and receive 10% off	1	Urgency	Complete your purchase within the next 12:18 minutes and receive 10% off	72	12
984	 All Clothing 	0	Not Dark Pattern	All Clothing	12	2
1536	Rose Gold Shoes	0	Not Dark Pattern	Rose Gold Shoes	15	3
42	33 sold in last 12 hours.	1	Social Proof	33 sold in last 12 hours.	25	6
1468	 Sign in & make your visit all about you 	0	Not Dark Pattern	Sign in & make your visit all about you	39	9
1613	3 Left	1	Scarcity	3 Left	6	2
451	No thanks, I don't want discount	1	Misdirection	No thanks, I don't want discount	32	6
278	228 People Have Viewed This Product Recently!	1	Social Proof	228 People Have Viewed This Product Recently!	45	7
1009	Taxes and shipping will be estimated at checkout.	0	Not Dark Pattern	Taxes and shipping will be estimated at checkout.	49	8
850	Shop all	0	Not Dark Pattern	Shop all	8	2
1698	HURRY! ONLY 58 LEFT IN STOCK!	1	Scarcity	HURRY! ONLY 58 LEFT IN STOCK!	29	6
883	Email us ASAP (like seriously) at getflat@flattummyco.com and we will do everything we can to update this for you. As soon as you order, we will send you a confirmation email so please check your details carefully.	0	Not Dark Pattern	Email us ASAP (like seriously) at getflat@flattummyco.com and we will do everything we can to update this for you. As soon as you order, we will send you a confirmation email so please check your details carefully.	214	37
1489	Current Offers	0	Not Dark Pattern	Current Offers	14	2
1667	Be the first to get updates as well as access to exclusive offers and promotions	0	Not Dark Pattern	Be the first to get updates as well as access to exclusive offers and promotions	80	15
78	Hayden near Princeton just bought!!!: CBD VEGAN GUMMIES	1	Social Proof	Hayden near Princeton just bought!!!: CBD VEGAN GUMMIES	55	8
231	660 people have viewed today	1	Social Proof	660 people have viewed today	28	5
41	Someone in Madrid, Spain just bought	1	Social Proof	Someone in Madrid, Spain just bought	36	6
790	 help@postergully.com	0	Not Dark Pattern	help@postergully.com	20	1
608	Sale Ends in 5 days 14 hours 42 mins 53 sec	1	Urgency	Sale Ends in 5 days 14 hours 42 mins 53 sec	43	11
1406	LOW STOCK: Only 1 left.	1	Scarcity	LOW STOCK: Only 1 left.	23	5
667	Men's Sports Bottoms	0	Not Dark Pattern	Men's Sports Bottoms	20	3
1519	Only 16 Left in Stock!	1	Scarcity	Only 16 Left in Stock!	22	5
189	 Shop By Shape 	0	Not Dark Pattern	Shop By Shape	13	3
1032	$3,159.20 $3,949.00 Limited time only	1	Urgency	$3,159.20 $3,949.00 Limited time only	37	5
1365	This link will open in a new window	0	Not Dark Pattern	This link will open in a new window	35	8
685	Hurry Up ! Time is running out	1	Urgency	Hurry Up ! Time is running out	30	7
1451	 Low Price Guarantee 	0	Not Dark Pattern	Low Price Guarantee	19	3
1493	5 left	1	Scarcity	5 left	6	2
109	Someone in Arden Hills, United States purchased 120ml Young Napoleon | Best Strawberry Shortcake eJuice | Vaporham Lincoln eLiquid about 42 minutes ago	1	Social Proof	Someone in Arden Hills, United States purchased 120ml Young Napoleon | Best Strawberry Shortcake eJuice | Vaporham Lincoln eLiquid about 42 minutes ago	151	23
1469	 Out of Stock! 	0	Not Dark Pattern	Out of Stock!	13	3
664	 Synthetic nicotine | Strawberry, kiwi & pomegranate 	0	Not Dark Pattern	Synthetic nicotine | Strawberry, kiwi & pomegranate	51	7
1330	Just BEE Queen	0	Not Dark Pattern	Just BEE Queen	14	3
1721	Would you like to buy more and save more?	1	Misdirection	Would you like to buy more and save more?	41	9
1006	FOR A LIMITED TIME ONLY	1	Urgency	FOR A LIMITED TIME ONLY	23	5
1429	 Track your order by entering your order number and email below or if you would like to create an account or log in (click here) 	0	Not Dark Pattern	Track your order by entering your order number and email below or if you would like to create an account or log in (click here)	127	25
1330	Swedish Hasbeens	0	Not Dark Pattern	Swedish Hasbeens	16	2
108	Someone in Tornado, United States just bought Fresh Melon Menthol 2 hours ago	1	Social Proof	Someone in Tornado, United States just bought Fresh Melon Menthol 2 hours ago	77	13
1399	Only 8 Left!	1	Scarcity	Only 8 Left!	12	3
433	No Thanks, I Prefer Paying Full Price.	1	Misdirection	No Thanks, I Prefer Paying Full Price.	38	7
811	Unique and personalized products to go as yourself.	0	Not Dark Pattern	Unique and personalized products to go as yourself.	51	8
1759	 Search Search 	0	Not Dark Pattern	Search Search	13	2
1612	Only 10 left in stock	1	Scarcity	Only 10 left in stock	21	5
1736	Did you know we have an app? Create shareable art and custom PopSockets designs with our unique image editing tools.	0	Not Dark Pattern	Did you know we have an app? Create shareable art and custom PopSockets designs with our unique image editing tools.	116	20
1313	John Boos	0	Not Dark Pattern	John Boos	9	2
987	Limited time offer	1	Urgency	Limited time offer	18	3
1468	 Bar Stools	0	Not Dark Pattern	Bar Stools	10	2
1373	Get inspiration, new arrivals and the latest offers to your inbox.	0	Not Dark Pattern	Get inspiration, new arrivals and the latest offers to your inbox.	66	11
34	11 people have purchased this item	1	Social Proof	11 people have purchased this item	34	6
71	2049 sold in the last 7 days	1	Social Proof	2049 sold in the last 7 days	28	7
316	I don't like discounts	1	Misdirection	I don't like discounts	22	4
331	no thanks, I like paying full price	1	Misdirection	no thanks, I like paying full price	35	7
309	232 people are viewing this offer!	1	Social Proof	232 people are viewing this offer!	34	6
890	Prior to the automatic renewal and billing, we will notify you in advance (via the email you used at the time of enrollment) of (i) the pending renewal, (ii) the then current fees and charges applicable to the Passport Program, and (iii) where you may find more information about the Passport Program. We will also send you an additional email confirming your renewal. Should you elect not to renew your Membership, you may cancel at any time prior to the renewal by emailing us at passportmembership@1800flowers.com and your credit/debit card on file with us will not be charged. A confirmation email will be sent to you.	1	Obstruction	Prior to the automatic renewal and billing, we will notify you in advance (via the email you used at the time of enrollment) of (i) the pending renewal, (ii) the then current fees and charges applicable to the Passport Program, and (iii) where you may find more information about the Passport Program. We will also send you an additional email confirming your renewal. Should you elect not to renew your Membership, you may cancel at any time prior to the renewal by emailing us at passportmembership@1800flowers.com and your credit/debit card on file with us will not be charged. A confirmation email will be sent to you.	622	106
